CustomerID,Recency,Frequency,Monetary,AvgOrderValue
14815,37,2,778.5,14.69
14816,197,1,271.85,67.96
14817,200,2,1110.34,17.62
14818,74,3,657.8,13.7
14819,64,2,272.07,20.93
14820,21,4,507.29,17.49
14821,367,1,48.8,24.4
14823,180,3,321.43,4.59
14824,10,4,1127.71,38.89
14825,4,12,2221.01,18.51
14828,197,3,2139.76,125.87
14829,29,4,697.55,16.61
14830,53,1,188.88,4.84
14834,18,6,1720.3,25.68
14836,10,3,102.45,17.08
14837,90,4,1649.5,15.27
14840,268,1,62.85,15.71
14841,53,6,3295.76,23.88
14842,44,4,2824.69,19.48
14844,64,4,3189.81,24.54
14847,149,1,309.4,23.8
14849,22,25,7930.54,20.44
14850,312,1,325.75,15.51
14851,23,2,511.35,18.26
14852,58,6,2836.69,19.84
14853,24,2,475.8,52.87
14854,78,7,2740.03,21.75
14855,119,2,645.65,32.28
14856,36,3,1290.53,19.85
14857,60,2,1173.12,19.55
14859,13,4,1353.74,23.34
14860,19,1,170.32,15.48
14861,52,1,125.79,20.96
14862,26,2,841.2,17.53
14863,29,1,266.76,24.25
14865,7,2,52.2,13.05
14866,11,12,14389.9,145.35
14867,186,3,710.28,19.73
14868,3,8,2953.59,20.51
14869,9,2,721.45,10.31
14870,262,1,327.25,25.17
14871,3,4,501.28,5.39
14873,210,1,519.68,18.56
14875,108,2,1465.32,31.18
14878,13,9,1476.09,12.1
14880,77,3,690.59,15.01
14881,20,1,255.4,15.02
14882,27,2,589.7,53.61
14883,19,6,761.59,14.37
14885,132,1,765.32,51.02
14886,253,1,364.8,20.27
14887,79,1,1862.0,310.33
14888,207,1,369.2,18.46
14889,336,1,135.9,13.59
14890,254,1,125.65,17.95
14891,148,2,554.38,16.8
14893,10,2,1237.85,16.96
14894,85,1,655.75,28.51
14895,8,20,11138.71,22.37
14896,205,2,468.77,10.9
14897,8,4,1366.38,24.84
14898,23,6,1269.31,11.65
14901,11,9,1421.29,14.81
14902,26,1,332.66,16.63
14903,21,5,2795.33,7.99
14904,2,2,1025.44,14.86
14905,158,2,616.15,36.24
14907,3,7,3501.1,21.22
14908,74,1,277.8,30.87
14910,3,4,434.35,14.48
14911,1,201,143711.17,25.35
14912,17,2,867.85,32.14
14913,36,4,1227.43,14.11
14915,91,2,307.48,25.62
14916,71,4,1268.98,16.48
14918,116,2,1610.15,35.78
14920,213,2,977.77,17.15
14921,30,2,1316.07,16.87
14923,51,1,749.1,17.03
14924,246,1,310.05,31.01
14929,32,1,223.88,20.35
14930,109,3,2362.96,18.61
14931,5,5,1257.68,30.68
14932,366,1,363.53,21.38
14934,82,2,1890.94,21.73
14935,297,1,1784.71,178.47
14936,34,8,8137.02,22.35
14937,57,3,1621.88,47.7
14944,30,12,5900.25,34.71
14946,14,1,100.9,33.63
14947,72,2,290.82,20.77
14948,23,6,1101.97,17.49
14950,19,1,371.2,19.54
14951,79,1,311.69,15.58
14952,60,11,8099.49,58.69
14953,25,1,285.67,5.29
14954,12,1,294.85,3.83
14957,253,1,58.49,4.87
14958,147,3,483.73,11.8
14959,64,4,695.42,11.79
14960,8,2,221.27,8.2
14961,11,9,7044.68,22.58
14962,271,1,126.7,25.34
14963,10,5,1472.34,7.67
14964,247,1,206.21,15.86
14965,96,2,596.09,7.36
14966,15,1,183.02,5.08
14967,50,1,463.8,77.3
14968,30,1,147.59,3.99
14970,68,4,1592.06,46.83
14971,35,3,1097.98,7.08
14972,128,1,114.77,6.38
14973,107,3,1314.45,41.08
14974,37,1,89.94,5.29
14975,57,1,279.94,25.45
14976,57,7,790.86,10.98
14978,72,5,1921.37,8.98
14981,246,1,102.12,12.76
14984,19,2,202.37,5.19
14985,198,2,292.01,3.52
14987,16,2,326.4,81.6
14988,212,1,334.54,8.36
14995,39,2,231.98,3.87
14997,46,3,546.2,21.01
14998,170,2,414.87,5.61
15000,48,1,490.52,6.37
15002,116,4,1641.76,14.28
15004,147,1,1220.77,7.93
15005,16,28,6295.37,5.66
15006,51,1,480.38,3.64
15007,159,1,156.91,13.08
15009,12,3,1259.43,7.0
15010,36,1,308.94,15.45
15012,54,2,405.04,3.32
15014,43,2,257.67,7.81
15016,173,1,170.04,8.5
15017,34,1,125.58,6.28
15018,39,3,496.21,16.01
15019,267,1,252.81,3.83
15021,9,9,1871.77,4.22
15022,12,4,852.39,7.04
15023,3,11,6720.41,12.15
15024,10,10,1636.43,10.77
15025,33,1,361.96,5.4
15026,80,3,469.0,7.69
15027,31,4,1066.15,30.46
15028,8,4,627.13,13.07
15030,72,2,518.28,74.04
15031,4,4,653.19,5.94
15032,256,3,4959.1,95.37
15033,5,10,2557.18,5.1
15034,16,8,4274.16,10.96
15035,90,1,252.73,9.36
15036,72,3,429.56,3.61
15038,59,6,685.74,5.49
15039,10,47,19766.59,13.38
15041,170,1,179.93,2.73
15042,199,1,135.93,27.19
15043,31,1,537.0,179.0
15044,19,17,7634.73,17.2
15045,152,2,735.66,61.3
15046,9,15,5090.42,25.33
15047,270,1,343.62,15.62
15048,65,4,381.0,4.05
15049,274,1,121.17,40.39
15050,25,3,1737.69,22.86
15051,23,3,1383.36,9.74
15052,319,1,207.73,7.42
15053,5,3,693.95,10.06
15054,12,2,302.1,2.65
15057,275,2,1489.5,59.58
15058,25,11,2102.54,7.9
15059,41,9,1337.72,5.64
15060,8,4,294.25,2.56
15061,4,48,54534.14,135.32
15062,71,4,987.86,17.33
15063,213,1,370.8,74.16
15065,38,4,3158.13,20.38
15066,53,1,893.59,21.28
15067,78,3,1744.76,21.28
15068,46,2,553.36,5.32
15069,179,1,1109.53,15.85
15070,373,1,106.2,106.2
15071,94,2,982.07,37.77
15073,10,3,1043.41,19.32
15074,105,1,735.67,17.94
15075,78,1,773.03,28.63
15076,173,1,880.85,17.98
15078,7,32,9743.11,22.14
15079,213,4,895.61,19.06
15081,22,5,504.8,15.3
15083,257,1,88.2,17.64
15087,282,1,306.94,20.46
15088,21,2,1160.07,20.35
15089,10,6,2420.84,16.7
15090,308,1,381.32,16.58
15091,68,1,480.71,16.02
15092,215,2,457.81,17.61
15093,18,6,4597.02,42.57
15095,104,4,1370.6,29.16
15096,43,1,219.39,19.94
15097,4,1,248.08,9.92
15098,182,3,39916.5,13305.5
15099,84,1,410.48,17.85
15100,334,3,876.0,292.0
15101,9,2,317.53,39.69
15103,31,2,703.36,20.1
15104,197,2,993.54,14.83
15105,18,7,2298.93,22.76
15106,18,5,1422.52,14.23
15107,311,6,319.5,19.97
15108,142,4,1300.25,21.67
15109,246,1,484.95,17.32
15110,24,4,996.1,28.46
15111,29,3,1567.48,18.66
15113,10,3,3509.43,36.18
15114,30,10,2760.56,14.01
15115,18,1,340.11,16.2
15116,18,4,1352.75,30.06
15117,15,5,1551.78,19.64
15118,134,1,244.8,244.8
15119,246,1,266.4,19.03
15120,134,1,358.82,17.09
15121,50,2,457.72,16.35
15122,114,3,1633.78,19.92
15123,7,2,2199.31,20.75
15124,23,2,184.19,12.28
15125,25,15,11528.48,90.78
15127,66,1,406.53,25.41
15128,60,4,1471.0,14.42
15129,50,11,3447.4,41.04
15130,170,1,330.11,15.0
15132,18,5,977.93,18.81
15133,128,3,982.42,33.88
15134,15,8,1387.99,19.01
15135,239,1,139.05,15.45
15136,3,4,1286.7,18.92
15139,240,2,178.96,13.77
15140,52,7,2354.25,29.43
15142,46,1,498.74,19.18
15143,226,1,259.45,18.53
15144,8,17,6580.44,30.32
15145,4,4,1194.73,17.83
15146,165,2,1327.16,14.58
15147,240,1,623.5,22.27
15148,11,1,301.29,15.06
15149,134,1,520.8,22.64
15150,17,10,5291.33,15.52
15152,10,13,4745.69,17.51
15153,31,1,329.25,14.97
15154,75,1,254.28,3.58
15156,1,3,961.49,17.48
15157,4,3,1936.07,15.49
15158,45,1,401.4,57.34
15159,2,30,18641.01,26.25
15160,357,1,158.16,39.54
15163,18,2,304.47,10.5
15164,69,3,824.58,8.16
15165,373,1,487.75,18.06
15167,321,1,158.8,4.07
15168,26,1,106.56,21.31
15171,331,1,1289.5,257.9
15172,9,5,1624.05,14.76
15174,323,1,135.75,12.34
15175,72,1,224.14,9.75
15178,260,1,40.5,13.5
15179,18,5,2206.95,23.73
15180,367,1,87.5,14.58
15181,66,3,689.48,43.09
15182,154,2,622.85,21.48
15184,29,2,402.2,6.49
15185,70,1,310.62,14.79
15186,14,2,411.41,21.65
15187,2,16,4777.18,52.5
15189,1,41,16225.39,76.53
15192,120,3,1044.32,20.48
15193,61,1,499.32,26.28
15194,3,15,7616.53,24.57
15195,3,1,3861.0,3861.0
15197,11,3,1079.61,33.74
15198,92,2,193.64,19.36
15199,59,4,1268.7,97.59
15201,87,5,1236.54,17.92
15203,26,6,1827.8,12.87
15204,357,1,316.58,35.18
15205,85,2,653.24,17.66
15206,10,4,420.3,46.7
15208,1,5,870.12,20.72
15210,225,1,331.18,16.56
15211,60,2,894.41,17.2
15212,241,1,101.8,20.36
15213,319,2,328.35,13.68
15214,2,8,1661.44,15.1
15215,47,3,734.94,21.0
15216,88,1,96.6,48.3
15218,11,11,5756.89,34.68
15219,176,1,305.75,33.97
15220,52,6,1778.96,15.2
15221,366,1,403.25,80.65
15222,319,1,585.0,117.0
15223,226,2,755.75,37.79
15224,358,2,322.08,23.01
15225,234,1,409.4,17.8
15226,311,1,154.41,19.3
15227,37,5,1219.4,21.02
15228,66,4,3386.71,27.09
15230,239,2,429.6,18.68
15232,113,2,612.06,19.74
15234,277,1,197.0,14.07
15235,218,12,2247.51,15.72
15236,299,1,321.05,21.4
15237,2,4,1412.32,14.27
15238,29,3,1071.99,21.44
15239,10,2,780.59,15.93
15240,45,5,1706.57,21.88
15241,67,8,1756.44,15.97
15243,74,1,316.68,14.39
15244,65,2,631.57,18.58
15245,134,3,2515.84,28.27
15246,238,2,514.15,15.58
15247,122,1,356.0,59.33
15249,32,13,6688.46,19.11
15251,9,11,10484.99,94.46
15252,36,2,740.78,16.84
15253,16,5,918.2,17.32
15254,127,1,300.36,16.69
15255,67,1,890.85,18.95
15256,149,1,98.45,16.41
15257,283,1,317.15,45.31
15258,169,2,623.16,18.33
15260,100,7,1810.77,23.52
15261,135,1,254.82,13.41
15262,324,1,178.95,17.9
15263,107,1,156.51,13.04
15264,64,1,393.74,17.12
15265,151,2,1506.12,18.37
15266,338,1,119.3,19.88
15267,22,5,1717.36,156.12
15269,24,1,408.8,204.4
15270,16,7,2379.49,58.04
15271,7,15,2493.34,9.44
15272,57,2,721.94,11.46
15274,4,2,716.57,15.25
15275,38,1,615.14,15.0
15276,66,1,128.63,2.63
15277,47,1,255.9,21.32
15279,355,1,290.51,15.29
15280,172,1,113.12,7.07
15281,59,9,2332.15,16.78
15286,50,1,240.55,80.18
15287,22,2,486.69,24.33
15288,43,5,2306.52,26.21
15289,29,3,939.78,16.2
15290,5,18,7943.22,38.94
15291,26,15,4668.3,45.32
15292,201,1,178.39,7.43
15296,51,6,3672.86,18.93
15297,10,3,641.94,16.46
15298,2,12,4799.9,25.0
15299,67,7,4507.01,643.86
15300,64,1,496.44,17.73
15301,51,12,5049.95,20.87
15303,290,1,574.02,18.52
15304,61,8,694.4,30.19
15306,64,3,1174.35,20.25
15307,96,1,205.3,17.11
15308,274,1,310.47,16.34
15311,1,91,60632.75,25.63
15312,75,4,924.85,19.68
15313,110,1,52.0,52.0
15314,199,1,327.97,13.67
15315,64,2,570.5,15.42
15316,327,1,165.0,165.0
15318,4,1,312.62,9.47
15319,284,1,204.5,12.78
15320,44,1,267.13,7.42
15321,71,3,2748.31,28.93
15322,86,1,679.68,16.18
15325,104,1,161.74,3.37
15326,334,1,311.71,10.75
15327,53,1,208.75,20.88
15329,39,3,1049.7,18.42
15330,32,2,714.96,55.0
15332,366,4,1661.06,47.46
15333,208,1,1028.56,64.28
15334,157,3,350.82,3.58
15335,54,1,170.22,4.86
15339,66,2,574.07,6.68
15341,81,1,2020.52,118.85
15342,130,1,406.09,16.92
15343,87,1,364.5,17.36
15344,1,3,563.94,21.69
15345,46,1,393.54,19.68
15346,333,1,252.42,14.85
15347,366,1,201.6,40.32
15348,72,1,158.04,17.56
15349,158,2,463.91,6.53
15350,373,1,115.65,23.13
15351,12,7,1934.66,8.83
15353,255,2,770.12,12.62
15355,29,2,277.05,19.79
15356,31,10,2718.03,5.45
15358,5,22,8347.2,15.15
15360,40,1,427.93,32.92
15361,362,1,418.92,59.85
15363,373,1,326.0,20.38
15364,96,2,913.19,31.49
15365,26,7,2314.32,20.3
15366,75,2,602.51,13.69
15367,57,4,1877.59,19.76
15368,21,1,446.94,111.74
15370,41,7,2386.05,25.38
15372,137,1,2007.4,74.35
15373,8,12,2415.91,18.3
15374,129,1,168.0,56.0
15376,40,3,1221.56,10.53
15379,169,7,3703.29,19.09
15380,9,5,1690.26,46.95
15381,214,2,596.85,74.61
15382,15,6,5955.71,19.72
15384,170,2,642.41,15.67
15385,40,1,316.88,26.41
15386,186,1,394.14,12.71
15388,270,1,140.54,14.05
15389,172,1,500.0,500.0
15392,5,4,1535.53,18.28
15393,16,2,231.86,19.32
15394,10,4,2183.54,25.69
15395,326,1,107.45,15.35
15396,113,1,288.18,20.58
15397,290,1,94.0,15.67
15398,16,2,1345.53,18.43
15399,1,3,815.77,16.32
15400,92,5,716.2,59.68
15402,149,2,626.77,14.92
15405,189,1,349.1,43.64
15406,31,2,510.71,9.64
15407,34,4,1046.74,7.07
15408,264,1,267.18,7.86
15410,84,8,3450.84,28.29
15411,26,4,1348.93,13.76
15412,171,1,190.53,19.05
15414,10,3,774.9,19.87
15415,313,1,559.61,11.91
15416,65,4,3984.32,20.75
15417,85,1,508.8,18.17
15419,25,1,135.86,16.98
15421,59,4,950.36,17.93
15422,323,2,97.7,16.28
15423,38,1,43.5,21.75
15424,254,2,383.34,22.55
15426,19,5,1404.07,5.11
15427,33,3,1430.54,4.9
15428,15,1,93.78,15.63
15429,27,2,397.35,4.85
15432,23,1,171.19,17.12
15433,214,2,533.3,13.01
15434,8,5,1041.48,18.94
15435,22,1,149.29,5.15
15436,12,3,1067.75,3.67
15437,262,1,200.16,4.45
15438,131,1,156.58,6.26
15440,55,3,383.68,6.19
15442,249,1,594.0,297.0
15443,2,7,3213.59,8.64
15444,9,2,1411.21,6.59
15445,264,1,113.5,22.7
15447,331,1,155.17,17.24
15448,313,1,494.64,17.67
15449,26,3,974.52,16.24
15450,30,1,429.84,14.33
15452,30,3,528.48,9.44
15453,2,7,1371.77,4.92
15454,362,1,179.1,7.16
15456,283,3,434.59,7.49
15457,262,1,237.07,4.09
15458,25,1,161.64,23.09
15460,354,1,214.26,3.83
15462,94,3,234.6,21.33
15463,29,1,126.14,18.02
15464,338,1,1044.65,6.74
15465,20,18,7354.62,75.82
15466,85,1,334.53,5.87
15467,9,3,524.88,10.09
15468,51,2,467.51,19.48
15469,50,2,538.55,22.44
15471,2,1,454.48,6.23
15472,113,1,371.56,4.89
15473,14,7,1771.2,161.02
15475,77,1,454.11,15.66
15478,40,2,1399.92,31.82
15480,116,1,905.5,20.12
15482,16,12,10879.76,112.16
15483,161,4,225.26,2.68
15484,1,4,3590.41,19.2
15485,30,3,2564.5,30.17
15488,93,1,91.32,45.66
15489,23,3,1134.28,22.69
15491,95,6,3100.09,20.13
15492,28,2,659.46,18.84
15493,33,5,1953.41,6.76
15494,21,2,1280.58,10.5
15497,18,2,1262.2,84.15
15498,3,27,13316.4,26.01
15500,8,4,1131.56,16.64
15502,16,12,10384.93,48.76
15503,363,1,141.04,2.14
15504,81,1,52.83,4.06
15505,53,5,3610.96,37.23
15506,23,3,972.08,6.04
15507,172,1,475.86,10.57
15508,189,6,1000.27,10.87
15510,331,1,250.0,250.0
15511,12,5,900.53,5.7
15512,156,2,121.0,17.29
15513,33,19,14758.22,47.92
15514,12,11,4023.72,24.24
15516,45,3,62.43,4.16
15517,233,1,267.03,9.89
15518,64,8,1921.55,9.15
15520,2,1,343.5,19.08
15521,40,8,3000.2,16.22
15522,33,2,397.99,7.11
15523,84,1,412.01,41.2
15524,25,1,440.0,440.0
15525,2,3,734.37,4.71
15526,33,2,148.44,37.11
15527,19,8,2428.53,14.99
15528,254,1,229.33,8.82
15529,23,11,3962.6,5.99
15530,22,4,1497.31,13.99
15531,8,2,1972.39,9.01
15532,25,4,1564.73,6.23
15533,19,3,807.57,9.73
15535,173,4,502.9,6.98
15537,163,1,110.92,4.62
15539,7,1,538.46,13.13
15540,11,1,213.3,14.22
15541,114,1,85.13,2.94
15543,288,1,127.86,4.57
15544,9,9,3546.71,13.69
15545,54,2,288.97,3.61
15547,7,14,4910.6,7.07
15549,77,3,1681.46,14.75
15550,4,4,575.63,9.44
15551,37,1,436.06,15.04
15552,217,1,90.12,5.3
15553,60,1,428.93,7.8
15554,278,1,217.2,15.51
15555,12,16,4794.86,5.41
15556,24,1,279.77,9.02
15557,29,1,468.91,24.68
15561,12,4,800.59,29.65
15562,352,1,134.55,134.55
15563,22,4,1400.44,12.39
15565,50,2,173.16,21.64
15567,19,1,186.01,26.57
15568,3,3,758.29,14.31
15569,104,5,1375.71,44.38
15570,7,12,4148.82,13.01
15571,12,4,650.43,11.41
15572,5,7,2533.42,11.95
15573,32,2,591.19,6.09
15574,178,4,675.64,4.44
15576,38,1,921.37,21.43
15577,151,3,258.88,6.64
15578,162,1,127.1,9.78
15579,69,2,327.6,6.82
15581,121,13,3675.77,25.18
15582,25,3,682.91,15.52
15584,24,4,720.86,5.91
15585,177,1,455.3,14.69
15587,50,4,913.68,101.52
15589,256,3,478.53,16.5
15592,47,1,388.58,16.19
15593,71,1,199.8,39.96
15594,16,5,1771.78,17.2
15596,101,5,1406.59,18.27
15597,35,1,324.57,14.75
15598,53,1,240.68,17.19
15599,27,2,761.74,14.65
15601,11,14,6776.56,16.53
15602,8,9,1297.87,28.21
15603,79,1,48.48,24.24
15604,52,1,216.39,12.73
15605,36,5,1198.23,17.88
15606,61,9,2920.16,37.92
15607,337,1,104.76,8.06
15608,28,4,1093.68,18.23
15609,184,1,298.48,18.66
15610,52,1,112.46,18.74
15611,10,13,1591.45,37.01
15612,36,2,195.15,32.52
15615,10,23,10399.74,24.59
15618,33,4,776.85,17.26
15619,11,1,336.4,112.13
15620,57,3,1553.18,15.53
15621,4,4,1293.03,80.81
15622,43,9,3709.56,20.05
15623,141,1,301.03,15.84
15624,117,4,588.13,17.3
15625,104,4,1534.26,23.97
15626,75,2,675.8,13.79
15628,5,9,2870.24,18.52
15630,45,2,1186.35,19.77
15632,16,8,3285.31,19.67
15634,17,1,243.55,16.24
15636,90,2,724.76,28.99
15637,53,1,223.36,14.89
15639,134,1,425.32,17.01
15640,4,15,12416.11,26.08
15641,105,4,1887.2,15.86
15643,192,3,664.0,20.12
15644,166,4,803.54,3.46
15645,19,1,612.01,11.77
15646,158,3,447.64,12.79
15648,204,2,639.5,26.65
15649,336,2,816.0,408.0
15651,37,3,646.3,20.2
15652,91,1,337.74,16.08
15653,93,2,877.44,146.24
15654,9,2,922.53,43.93
15655,243,1,560.67,16.49
15656,45,4,748.5,15.93
15657,23,1,30.0,30.0
15658,190,5,1024.1,21.34
15659,44,1,306.45,27.86
15660,25,9,1600.86,17.79
15661,317,2,309.8,61.96
15663,106,1,138.14,15.35
15664,51,1,386.43,22.73
15665,168,2,2222.21,19.32
15667,40,1,301.32,23.18
15668,218,1,76.32,76.32
15669,40,4,684.34,20.74
15670,297,1,173.05,14.42
15671,19,7,2657.13,34.07
15673,88,4,2726.23,19.76
15674,73,5,2446.6,21.46
15675,81,3,323.69,15.41
15676,19,3,3435.76,17.01
15677,49,1,657.23,19.92
15678,53,1,352.7,29.39
15679,24,4,781.28,7.1
15680,9,3,1333.68,17.1
15681,25,5,1426.16,26.91
15683,117,1,193.75,19.38
15687,9,9,2993.1,18.03
15689,120,2,254.1,28.23
15690,4,2,239.76,12.62
15691,252,1,136.8,68.4
15692,28,1,191.04,15.92
15694,1,14,6479.4,83.07
15695,267,2,409.98,18.64
15696,33,8,2711.11,16.14
15699,18,1,309.65,17.2
15700,172,2,696.68,8.1
15701,2,4,1529.0,6.65
15703,265,1,211.5,42.3
15704,140,4,2293.62,19.6
15705,201,1,143.1,23.85
15706,64,4,1060.56,19.28
15707,35,4,916.98,4.47
15708,41,7,3235.25,11.85
15709,284,1,133.25,22.21
15712,9,5,1072.36,20.23
15713,143,2,356.7,18.77
15714,12,2,330.03,9.71
15716,146,4,1101.11,9.41
15717,234,1,150.3,21.47
15719,33,13,5030.07,5.4
15720,24,1,598.73,4.68
15721,12,1,471.4,5.61
15722,36,5,2211.21,33.0
15723,365,1,190.7,5.02
15724,201,2,218.25,19.84
15725,15,1,415.25,12.98
15727,17,7,5159.06,17.14
15729,213,1,85.0,17.0
15730,66,3,1120.88,16.01
15732,212,2,294.12,21.01
15733,283,1,162.3,16.23
15734,115,2,1339.45,51.52
15737,15,8,1188.12,16.73
15738,19,16,4812.42,27.82
15739,66,1,449.12,56.14
15740,49,1,154.88,17.21
15743,16,4,775.96,9.02
15744,78,1,34.8,11.6
15745,19,4,1094.59,17.65
15746,134,1,196.88,7.03
15747,13,3,946.64,10.52
15748,40,1,144.36,7.22
15749,235,3,44534.3,4453.43
15750,3,8,2463.05,8.46
15752,40,7,2626.6,6.49
15753,305,1,79.2,79.2
15754,51,3,458.57,16.38
15755,10,6,2364.25,16.77
15756,61,4,528.01,2.76
15757,66,2,714.42,15.88
15758,25,1,205.25,22.81
15759,218,3,253.04,36.15
15762,65,2,583.75,15.78
15763,32,2,1086.92,17.82
15764,88,6,3279.97,18.22
15766,64,1,315.06,28.64
15768,116,3,621.83,23.03
15769,7,26,56252.72,432.71
15773,6,1,635.68,63.57
15774,69,1,270.8,10.83
15775,245,1,104.9,14.99
15776,133,1,241.62,13.42
15777,241,4,1047.11,49.86
15780,184,3,475.28,16.39
15781,25,3,345.46,17.27
15782,10,3,2614.74,60.81
15783,11,1,246.3,17.59
15785,33,5,2328.97,28.06
15786,46,3,4919.0,18.49
15787,26,3,933.26,4.67
15789,358,1,351.3,14.05
15790,10,1,218.75,6.43
15791,44,2,1612.69,21.5
15793,15,3,965.61,80.47
15795,150,1,610.01,14.52
15796,1,8,2708.61,20.52
15797,113,4,2207.4,275.92
15799,76,3,884.14,9.02
15800,107,2,696.89,5.96
15801,46,3,1063.95,16.62
15802,143,1,451.42,451.42
15803,51,1,415.82,51.98
15804,1,13,4206.39,16.05
15805,23,17,5488.18,18.36
15806,46,3,784.58,25.31
15807,50,3,903.9,18.83
15808,306,4,3651.27,18.72
15809,36,5,515.77,14.74
15810,79,4,1391.98,15.64
15811,22,6,2218.62,16.68
15812,107,5,1801.14,43.93
15813,208,2,1303.91,32.6
15814,17,4,1945.33,27.02
15815,64,5,2100.6,42.87
15819,49,4,1905.45,15.49
15820,320,1,206.98,12.18
15821,44,2,570.96,9.21
15822,3,2,885.47,26.83
15823,372,1,15.0,15.0
15825,172,1,532.94,26.65
15826,56,3,1654.31,24.33
15827,73,14,1836.09,15.97
15829,99,2,636.14,12.47
15830,38,1,576.0,14.77
15831,58,3,794.64,12.04
15832,254,1,836.79,15.5
15834,70,4,2225.15,8.27
15835,44,4,954.09,19.08
15836,50,1,137.37,13.74
15837,65,1,391.98,16.33
15838,11,19,33643.08,201.46
15839,33,3,1048.49,16.91
15840,59,2,355.56,13.17
15841,73,4,1224.06,26.04
15843,304,1,118.95,14.87
15844,46,1,130.74,11.89
15845,18,8,3711.77,26.9
15847,38,2,389.27,17.69
15850,19,2,234.88,2.53
15852,187,2,160.71,7.31
15853,52,1,110.8,3.69
15854,4,12,2969.12,21.52
15855,137,5,712.24,8.9
15856,4,27,16143.64,25.71
15857,19,1,297.0,21.21
15858,16,5,1427.57,7.59
15860,41,8,965.16,6.94
15861,12,8,3146.92,5.83
15862,8,4,832.88,5.67
15863,26,2,68.84,3.82
15864,22,6,1936.32,96.82
15865,41,3,895.13,22.38
15866,101,1,211.89,4.93
15867,5,15,3810.14,8.3
15869,277,2,149.64,9.98
15870,33,1,351.44,4.75
15872,15,2,316.25,2.93
15874,64,7,4405.88,36.72
15877,2,2,490.33,3.89
15880,369,1,329.03,3.43
15881,312,5,501.39,17.29
15882,199,4,516.36,22.45
15883,2,2,396.48,8.09
15885,93,3,379.35,21.08
15886,60,1,181.09,15.09
15888,81,1,168.31,14.03
15889,157,2,420.07,4.94
15891,227,1,511.68,8.53
15894,253,2,258.25,6.98
15895,150,1,179.17,16.29
15897,194,2,208.59,9.48
15898,1,5,1383.83,16.47
15899,369,1,56.25,14.06
15900,24,1,337.28,7.18
15901,17,3,351.73,3.17
15903,10,7,5126.76,69.28
15904,8,1,164.68,5.49
15906,20,7,1567.69,10.45
15907,4,3,882.72,3.91
15909,174,1,191.94,27.42
15910,1,8,1228.88,4.62
15912,178,2,264.62,13.93
15916,16,8,1502.86,9.95
15917,248,1,123.1,10.26
15918,191,2,334.23,8.36
15919,20,2,525.69,4.31
15920,154,4,167.5,2.79
15921,173,1,323.03,13.46
15922,373,1,369.5,33.59
15923,373,1,127.08,6.05
15925,194,1,207.15,17.26
15930,67,1,426.63,20.32
15932,4,8,2495.87,21.7
15933,21,3,1107.46,14.97
15935,239,2,416.86,34.74
15937,64,1,145.35,20.76
15938,112,5,404.58,22.48
15939,90,15,6115.01,80.46
15940,311,1,35.8,35.8
15942,134,1,337.44,24.1
15944,277,1,325.1,54.18
15945,365,1,181.0,90.5
15947,83,1,1708.24,58.9
15948,8,2,955.24,15.92
15949,17,2,364.72,19.2
15950,32,4,1744.71,17.99
15951,9,2,708.22,17.27
15952,34,4,781.91,9.31
15953,15,8,1657.28,17.09
15955,24,14,4416.26,24.13
15957,32,1,428.89,10.21
15958,74,1,104.35,14.91
15963,20,2,470.76,16.81
15965,17,4,808.87,7.29
15967,23,2,397.68,4.97
15969,3,3,666.1,33.3
15970,304,1,314.1,28.55
15971,18,12,4199.85,120.0
15973,367,1,307.82,76.96
15974,39,7,3442.15,19.56
15975,84,1,371.01,15.46
15976,165,2,427.64,4.45
15977,17,2,1054.73,16.23
15978,77,1,1098.78,22.42
15980,89,3,2398.86,55.79
15981,25,8,3408.48,35.14
15983,22,4,1465.12,13.08
15984,3,10,2780.63,10.78
15985,123,2,1142.42,30.88
15986,30,1,168.12,12.01
15987,12,7,1432.77,11.19
15988,19,1,156.78,6.03
15990,44,2,792.11,15.23
15992,4,1,41.99,14.0
15993,9,7,2777.67,5.12
15994,55,1,414.27,12.95
15996,88,6,1032.58,8.13
15998,37,5,3080.22,6.11
16000,3,3,12393.7,1377.08
16003,30,5,2735.37,26.56
16005,12,4,578.71,2.88
16006,211,1,101.4,12.68
16007,48,4,1693.81,4.45
16008,24,3,478.78,14.51
16009,22,4,972.11,11.86
16010,246,3,392.4,4.97
16011,8,16,3352.96,15.97
16012,35,3,1415.29,15.06
16013,4,47,37130.6,267.13
16014,38,3,646.83,4.69
16015,4,3,704.55,3.89
16016,3,8,1465.51,6.54
16017,47,1,211.88,6.62
16018,39,2,408.9,14.6
16019,47,9,3786.24,23.66
16020,17,3,851.01,18.5
16022,260,1,602.63,8.49
16023,46,3,719.81,7.13
16024,12,1,251.03,3.98
16025,30,1,439.66,15.7
16026,43,1,236.09,7.38
16027,92,6,934.62,58.41
16029,39,63,80850.84,335.48
16030,310,1,331.24,11.42
16031,92,2,547.9,5.59
16033,6,20,8778.82,7.78
16034,196,3,437.7,19.9
16036,87,2,758.92,13.8
16037,270,3,855.02,21.92
16038,8,3,471.78,18.15
16040,65,3,1313.55,20.21
16041,31,3,3166.4,527.73
16042,22,5,1177.47,16.82
16043,38,4,773.99,19.85
16045,120,4,1340.7,16.15
16048,373,2,256.44,32.06
16049,40,3,1074.81,3.59
16050,174,1,137.9,13.79
